"X1","X2","X3","X4","X5","X6","X8","Y1","Y1_Type","Y1_ctype"
4,6.25,1,10,"3.5","5","3",11.69,1,"Low"
3.25,7,2.28571428571429,10,"3.5","2","3",12.41,1,"Low"
3.25,7,2.28571428571429,10,"3.5","3","3",12.28,1,"Low"
3.25,7,2.28571428571429,10,"3.5","4","3",12.1,1,"Low"
3.25,7,2.28571428571429,10,"3.5","5","3",12.19,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","2","3",12.34,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","3","3",12.46,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","4","3",12.31,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","5","3",12.12,1,"Low"
2,8.5,4.85714285714286,10,"3.5","2","3",12.97,1,"Low"
2,8.5,4.85714285714286,10,"3.5","3","3",13.01,1,"Low"
2,8.5,4.85714285714286,10,"3.5","4","3",12.74,1,"Low"
2,8.5,4.85714285714286,10,"3.5","5","3",12.84,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","2","3",16.83,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","3","3",16.93,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","4","3",16.66,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","5","3",16.86,1,"Low"
1,10,7.42857142857143,10,"3.5","2","3",13.91,1,"Low"
1,10,7.42857142857143,10,"3.5","3","3",14.34,1,"Low"
1,10,7.42857142857143,10,"3.5","4","3",13.95,1,"Low"
1,10,7.42857142857143,10,"3.5","5","3",13.99,1,"Low"
10,1,3.57142857142857,1,"7","2","4",28.7,3,"Low"
10,1,3.57142857142857,1,"7","3","4",28.55,3,"Low"
10,1,3.57142857142857,1,"7","4","4",28.15,3,"Low"
10,1,3.57142857142857,1,"7","5","4",28.62,3,"Low"
8,2.5,4.85714285714286,2,"7","2","4",32.67,2,"High"
8,2.5,4.85714285714286,2,"7","3","4",31.69,2,"High"
8,2.5,4.85714285714286,2,"7","4","4",32.07,2,"High"
8,2.5,4.85714285714286,2,"7","5","4",33.28,2,"High"
7,3.25,3.57142857142857,4,"7","2","4",29.47,3,"Low"
7,3.25,3.57142857142857,4,"7","3","4",28.42,3,"Low"
7,3.25,3.57142857142857,4,"7","4","4",29.08,3,"Low"
7,3.25,3.57142857142857,4,"7","5","4",29.88,3,"Low"
6,4,4.85714285714286,4,"7","2","4",25.66,3,"Low"
6,4,4.85714285714286,4,"7","3","4",24.96,3,"Low"
6,4,4.85714285714286,4,"7","4","4",25.43,3,"Low"
6,4,4.85714285714286,4,"7","5","4",26,3,"Low"
5.25,4.75,6.14285714285714,4,"7","2","4",40,2,"High"
5.25,4.75,6.14285714285714,4,"7","3","4",38.84,2,"High"
5.25,4.75,6.14285714285714,4,"7","4","4",38.33,2,"High"
5.25,4.75,6.14285714285714,4,"7","5","4",40.12,2,"High"
4.5,5.5,10,2,"7","2","4",36.95,2,"High"
4.5,5.5,10,2,"7","3","4",36.45,2,"High"
4.5,5.5,10,2,"7","4","4",36.81,2,"High"
4.5,5.5,10,2,"7","5","4",36.26,2,"High"
4,6.25,1,10,"3.5","2","4",12.32,1,"Low"
4,6.25,1,10,"3.5","3","4",12.3,1,"Low"
4,6.25,1,10,"3.5","4","4",12.18,1,"Low"
4,6.25,1,10,"3.5","5","4",12.43,1,"Low"
3.25,7,2.28571428571429,10,"3.5","2","4",12.36,1,"Low"
3.25,7,2.28571428571429,10,"3.5","3","4",12.49,1,"Low"
3.25,7,2.28571428571429,10,"3.5","4","4",12.17,1,"Low"
3.25,7,2.28571428571429,10,"3.5","5","4",12.28,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","2","4",12.91,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","3","4",12.95,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","4","4",12.67,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","5","4",12.86,1,"Low"
2,8.5,4.85714285714286,10,"3.5","2","4",12.95,1,"Low"
2,8.5,4.85714285714286,10,"3.5","3","4",13,1,"Low"
2,8.5,4.85714285714286,10,"3.5","4","4",12.86,1,"Low"
2,8.5,4.85714285714286,10,"3.5","5","4",12.92,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","2","4",16.99,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","3","4",16.69,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","4","4",16.56,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","5","4",16.62,1,"Low"
1,10,7.42857142857143,10,"3.5","2","4",14.33,1,"Low"
1,10,7.42857142857143,10,"3.5","3","4",14.61,1,"Low"
1,10,7.42857142857143,10,"3.5","4","4",14.61,1,"Low"
1,10,7.42857142857143,10,"3.5","5","4",14.65,1,"Low"
10,1,3.57142857142857,1,"7","2","5",28.69,3,"Low"
10,1,3.57142857142857,1,"7","3","5",28.58,3,"Low"
10,1,3.57142857142857,1,"7","4","5",28.15,3,"Low"
10,1,3.57142857142857,1,"7","5","5",28.61,3,"Low"
8,2.5,4.85714285714286,2,"7","2","5",33.13,2,"High"
8,2.5,4.85714285714286,2,"7","3","5",32.31,2,"High"
8,2.5,4.85714285714286,2,"7","4","5",31.53,2,"High"
8,2.5,4.85714285714286,2,"7","5","5",32.46,2,"High"
7,3.25,3.57142857142857,4,"7","2","5",29.71,3,"Low"
7,3.25,3.57142857142857,4,"7","3","5",29.09,3,"Low"
7,3.25,3.57142857142857,4,"7","4","5",28.31,3,"Low"
7,3.25,3.57142857142857,4,"7","5","5",29.39,3,"Low"
6,4,4.85714285714286,4,"7","2","5",25.7,3,"Low"
6,4,4.85714285714286,4,"7","3","5",25.17,3,"Low"
6,4,4.85714285714286,4,"7","4","5",24.6,3,"Low"
6,4,4.85714285714286,4,"7","5","5",25.49,3,"Low"
5.25,4.75,6.14285714285714,4,"7","2","5",39.89,2,"High"
5.25,4.75,6.14285714285714,4,"7","3","5",39.83,2,"High"
5.25,4.75,6.14285714285714,4,"7","4","5",39.01,2,"High"
5.25,4.75,6.14285714285714,4,"7","5","5",38.65,2,"High"
4.5,5.5,10,2,"7","2","5",35.69,2,"High"
4.5,5.5,10,2,"7","3","5",36.64,2,"High"
4.5,5.5,10,2,"7","4","5",36.06,2,"High"
4.5,5.5,10,2,"7","5","5",36.7,2,"High"
4,6.25,1,10,"3.5","2","5",12.12,1,"Low"
4,6.25,1,10,"3.5","3","5",11.67,1,"Low"
4,6.25,1,10,"3.5","4","5",11.64,1,"Low"
4,6.25,1,10,"3.5","5","5",12.02,1,"Low"
3.25,7,2.28571428571429,10,"3.5","2","5",12.27,1,"Low"
3.25,7,2.28571428571429,10,"3.5","3","5",12.19,1,"Low"
3.25,7,2.28571428571429,10,"3.5","4","5",12.25,1,"Low"
3.25,7,2.28571428571429,10,"3.5","5","5",12.27,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","2","5",12.47,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","3","5",12.12,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","4","5",12.18,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","5","5",12.47,1,"Low"
2,8.5,4.85714285714286,10,"3.5","2","5",12.93,1,"Low"
2,8.5,4.85714285714286,10,"3.5","3","5",12.82,1,"Low"
2,8.5,4.85714285714286,10,"3.5","4","5",12.78,1,"Low"
2,8.5,4.85714285714286,10,"3.5","5","5",13.02,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","2","5",16.73,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","3","5",16.86,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","4","5",16.76,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","5","5",16.92,1,"Low"
1,10,7.42857142857143,10,"3.5","2","5",13.68,1,"Low"
1,10,7.42857142857143,10,"3.5","3","5",13.99,1,"Low"
1,10,7.42857142857143,10,"3.5","4","5",14.16,1,"Low"
1,10,7.42857142857143,10,"3.5","5","5",13.86,1,"Low"
10,1,3.57142857142857,1,"7","2","1",32.26,2,"High"
10,1,3.57142857142857,1,"7","3","1",32.26,2,"High"
10,1,3.57142857142857,1,"7","4","1",32.49,2,"High"
10,1,3.57142857142857,1,"7","5","1",32.53,2,"High"
8,2.5,4.85714285714286,2,"7","2","1",36.47,2,"High"
8,2.5,4.85714285714286,2,"7","3","1",37.24,2,"High"
8,2.5,4.85714285714286,2,"7","4","1",36.66,2,"High"
8,2.5,4.85714285714286,2,"7","5","1",35.96,2,"High"
7,3.25,3.57142857142857,4,"7","2","1",31.89,2,"High"
7,3.25,3.57142857142857,4,"7","3","1",32.39,2,"High"
7,3.25,3.57142857142857,4,"7","4","1",32.09,2,"High"
7,3.25,3.57142857142857,4,"7","5","1",31.29,3,"Low"
6,4,4.85714285714286,4,"7","2","1",29.22,3,"Low"
6,4,4.85714285714286,4,"7","3","1",29.91,3,"Low"
6,4,4.85714285714286,4,"7","4","1",29.53,3,"Low"
6,4,4.85714285714286,4,"7","5","1",28.65,3,"Low"
5.25,4.75,6.14285714285714,4,"7","2","1",41.4,2,"High"
5.25,4.75,6.14285714285714,4,"7","3","1",42.62,2,"High"
5.25,4.75,6.14285714285714,4,"7","4","1",42.5,2,"High"
5.25,4.75,6.14285714285714,4,"7","5","1",41.67,2,"High"
4.5,5.5,10,2,"7","2","1",40.78,2,"High"
4.5,5.5,10,2,"7","3","1",39.97,2,"High"
4.5,5.5,10,2,"7","4","1",40.71,2,"High"
4.5,5.5,10,2,"7","5","1",40.43,2,"High"
4,6.25,1,10,"3.5","2","1",14.52,1,"Low"
4,6.25,1,10,"3.5","3","1",14.61,1,"Low"
4,6.25,1,10,"3.5","4","1",14.5,1,"Low"
4,6.25,1,10,"3.5","5","1",14.55,1,"Low"
3.25,7,2.28571428571429,10,"3.5","2","1",14.51,1,"Low"
3.25,7,2.28571428571429,10,"3.5","3","1",14.6,1,"Low"
3.25,7,2.28571428571429,10,"3.5","4","1",14.5,1,"Low"
3.25,7,2.28571428571429,10,"3.5","5","1",14.58,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","2","1",14.51,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","3","1",14.7,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","4","1",14.42,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","5","1",14.42,1,"Low"
2,8.5,4.85714285714286,10,"3.5","2","1",15.23,1,"Low"
2,8.5,4.85714285714286,10,"3.5","3","1",15.23,1,"Low"
2,8.5,4.85714285714286,10,"3.5","4","1",15.23,1,"Low"
2,8.5,4.85714285714286,10,"3.5","5","1",15.23,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","2","1",19.52,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","3","1",19.36,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","4","1",19.48,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","5","1",19.42,1,"Low"
1,10,7.42857142857143,10,"3.5","2","1",15.09,1,"Low"
1,10,7.42857142857143,10,"3.5","3","1",17.17,1,"Low"
1,10,7.42857142857143,10,"3.5","4","1",17.14,1,"Low"
1,10,7.42857142857143,10,"3.5","5","1",17.14,1,"Low"
10,1,3.57142857142857,1,"7","2","2",32.82,2,"High"
10,1,3.57142857142857,1,"7","3","2",32.71,2,"High"
10,1,3.57142857142857,1,"7","4","2",32.24,2,"High"
10,1,3.57142857142857,1,"7","5","2",32.72,2,"High"
8,2.5,4.85714285714286,2,"7","2","2",35.84,2,"High"
8,2.5,4.85714285714286,2,"7","3","2",36.57,2,"High"
8,2.5,4.85714285714286,2,"7","4","2",36.06,2,"High"
8,2.5,4.85714285714286,2,"7","5","2",35.69,2,"High"
7,3.25,3.57142857142857,4,"7","2","2",32.48,2,"High"
7,3.25,3.57142857142857,4,"7","3","2",32.74,2,"High"
7,3.25,3.57142857142857,4,"7","4","2",32.13,2,"High"
7,3.25,3.57142857142857,4,"7","5","2",31.64,2,"High"
6,4,4.85714285714286,4,"7","2","2",28.95,3,"Low"
6,4,4.85714285714286,4,"7","3","2",29.49,3,"Low"
6,4,4.85714285714286,4,"7","4","2",28.64,3,"Low"
6,4,4.85714285714286,4,"7","5","2",28.01,3,"Low"
5.25,4.75,6.14285714285714,4,"7","2","2",41.64,2,"High"
5.25,4.75,6.14285714285714,4,"7","3","2",43.1,2,"High"
5.25,4.75,6.14285714285714,4,"7","4","2",42.74,2,"High"
5.25,4.75,6.14285714285714,4,"7","5","2",41.92,2,"High"
4.5,5.5,10,2,"7","2","2",40.78,2,"High"
4.5,5.5,10,2,"7","3","2",40.15,2,"High"
4.5,5.5,10,2,"7","4","2",40.57,2,"High"
4.5,5.5,10,2,"7","5","2",40.42,2,"High"
4,6.25,1,10,"3.5","2","2",14.54,1,"Low"
4,6.25,1,10,"3.5","3","2",14.45,1,"Low"
4,6.25,1,10,"3.5","4","2",14.18,1,"Low"
4,6.25,1,10,"3.5","5","2",14.5,1,"Low"
3.25,7,2.28571428571429,10,"3.5","2","2",14.7,1,"Low"
3.25,7,2.28571428571429,10,"3.5","3","2",14.66,1,"Low"
3.25,7,2.28571428571429,10,"3.5","4","2",14.4,1,"Low"
3.25,7,2.28571428571429,10,"3.5","5","2",14.71,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","2","2",14.75,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","3","2",14.71,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","4","2",14.33,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","5","2",14.62,1,"Low"
2,8.5,4.85714285714286,10,"3.5","2","2",15.34,1,"Low"
2,8.5,4.85714285714286,10,"3.5","3","2",15.29,1,"Low"
2,8.5,4.85714285714286,10,"3.5","4","2",15.09,1,"Low"
2,8.5,4.85714285714286,10,"3.5","5","2",15.3,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","2","2",19.2,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","3","2",18.88,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","4","2",18.9,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","5","2",19.12,1,"Low"
1,10,7.42857142857143,10,"3.5","2","2",16.76,1,"Low"
1,10,7.42857142857143,10,"3.5","3","2",17.23,1,"Low"
1,10,7.42857142857143,10,"3.5","4","2",17.26,1,"Low"
1,10,7.42857142857143,10,"3.5","5","2",17.15,1,"Low"
10,1,3.57142857142857,1,"7","2","3",32.82,2,"High"
10,1,3.57142857142857,1,"7","3","3",32.69,2,"High"
10,1,3.57142857142857,1,"7","4","3",32.23,2,"High"
10,1,3.57142857142857,1,"7","5","3",32.75,2,"High"
8,2.5,4.85714285714286,2,"7","2","3",34.24,2,"High"
8,2.5,4.85714285714286,2,"7","3","3",34.95,2,"High"
8,2.5,4.85714285714286,2,"7","4","3",35.05,2,"High"
8,2.5,4.85714285714286,2,"7","5","3",34.29,2,"High"
7,3.25,3.57142857142857,4,"7","2","3",31.28,3,"Low"
7,3.25,3.57142857142857,4,"7","3","3",32.12,2,"High"
7,3.25,3.57142857142857,4,"7","4","3",32.05,2,"High"
7,3.25,3.57142857142857,4,"7","5","3",31.84,2,"High"
6,4,4.85714285714286,4,"7","2","3",28.67,3,"Low"
6,4,4.85714285714286,4,"7","3","3",29.67,3,"Low"
6,4,4.85714285714286,4,"7","4","3",29.47,3,"Low"
6,4,4.85714285714286,4,"7","5","3",28.91,3,"Low"
5.25,4.75,6.14285714285714,4,"7","2","3",41.26,2,"High"
5.25,4.75,6.14285714285714,4,"7","3","3",41.3,2,"High"
5.25,4.75,6.14285714285714,4,"7","4","3",42.49,2,"High"
5.25,4.75,6.14285714285714,4,"7","5","3",42.08,2,"High"
4.5,5.5,10,2,"7","2","3",39.32,2,"High"
4.5,5.5,10,2,"7","3","3",39.84,2,"High"
4.5,5.5,10,2,"7","4","3",38.89,2,"High"
4.5,5.5,10,2,"7","5","3",39.68,2,"High"
4,6.25,1,10,"3.5","2","3",13.97,1,"Low"
4,6.25,1,10,"3.5","3","3",14.22,1,"Low"
4,6.25,1,10,"3.5","4","3",14.1,1,"Low"
4,6.25,1,10,"3.5","5","3",13.78,1,"Low"
3.25,7,2.28571428571429,10,"3.5","2","3",14.07,1,"Low"
3.25,7,2.28571428571429,10,"3.5","3","3",14.03,1,"Low"
3.25,7,2.28571428571429,10,"3.5","4","3",13.94,1,"Low"
3.25,7,2.28571428571429,10,"3.5","5","3",13.86,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","2","3",14.32,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","3","3",14.56,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","4","3",14.33,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","5","3",14.08,1,"Low"
2,8.5,4.85714285714286,10,"3.5","2","3",15.16,1,"Low"
2,8.5,4.85714285714286,10,"3.5","3","3",15.18,1,"Low"
2,8.5,4.85714285714286,10,"3.5","4","3",14.72,1,"Low"
2,8.5,4.85714285714286,10,"3.5","5","3",14.9,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","2","3",18.48,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","3","3",18.71,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","4","3",18.48,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","5","3",18.46,1,"Low"
1,10,7.42857142857143,10,"3.5","2","3",16.47,1,"Low"
1,10,7.42857142857143,10,"3.5","3","3",16.35,1,"Low"
1,10,7.42857142857143,10,"3.5","4","3",16.55,1,"Low"
1,10,7.42857142857143,10,"3.5","5","3",16.74,1,"Low"
10,1,3.57142857142857,1,"7","2","4",32.85,2,"High"
10,1,3.57142857142857,1,"7","3","4",32.67,2,"High"
10,1,3.57142857142857,1,"7","4","4",32.21,2,"High"
10,1,3.57142857142857,1,"7","5","4",32.74,2,"High"
8,2.5,4.85714285714286,2,"7","2","4",36.45,2,"High"
8,2.5,4.85714285714286,2,"7","3","4",35.73,2,"High"
8,2.5,4.85714285714286,2,"7","4","4",35.4,2,"High"
8,2.5,4.85714285714286,2,"7","5","4",36.57,2,"High"
7,3.25,3.57142857142857,4,"7","2","4",32.38,2,"High"
7,3.25,3.57142857142857,4,"7","3","4",31.66,2,"High"
7,3.25,3.57142857142857,4,"7","4","4",32.15,2,"High"
7,3.25,3.57142857142857,4,"7","5","4",32.75,2,"High"
6,4,4.85714285714286,4,"7","2","4",28.93,3,"Low"
6,4,4.85714285714286,4,"7","3","4",28.05,3,"Low"
6,4,4.85714285714286,4,"7","4","4",28.64,3,"Low"
6,4,4.85714285714286,4,"7","5","4",29.52,3,"Low"
5.25,4.75,6.14285714285714,4,"7","2","4",42.77,2,"High"
5.25,4.75,6.14285714285714,4,"7","3","4",41.73,2,"High"
5.25,4.75,6.14285714285714,4,"7","4","4",41.32,2,"High"
5.25,4.75,6.14285714285714,4,"7","5","4",42.96,2,"High"
4.5,5.5,10,2,"7","2","4",40.68,2,"High"
4.5,5.5,10,2,"7","3","4",40.4,2,"High"
4.5,5.5,10,2,"7","4","4",40.6,2,"High"
4.5,5.5,10,2,"7","5","4",40.11,2,"High"
4,6.25,1,10,"3.5","2","4",14.37,1,"Low"
4,6.25,1,10,"3.5","3","4",14.48,1,"Low"
4,6.25,1,10,"3.5","4","4",14.32,1,"Low"
4,6.25,1,10,"3.5","5","4",14.44,1,"Low"
3.25,7,2.28571428571429,10,"3.5","2","4",14.6,1,"Low"
3.25,7,2.28571428571429,10,"3.5","3","4",14.7,1,"Low"
3.25,7,2.28571428571429,10,"3.5","4","4",14.47,1,"Low"
3.25,7,2.28571428571429,10,"3.5","5","4",14.66,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","2","4",14.54,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","3","4",14.62,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","4","4",14.53,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","5","4",14.71,1,"Low"
2,8.5,4.85714285714286,10,"3.5","2","4",15.34,1,"Low"
2,8.5,4.85714285714286,10,"3.5","3","4",15.29,1,"Low"
2,8.5,4.85714285714286,10,"3.5","4","4",15.09,1,"Low"
2,8.5,4.85714285714286,10,"3.5","5","4",15.3,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","2","4",19.06,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","3","4",19.13,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","4","4",19,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","5","4",18.84,1,"Low"
1,10,7.42857142857143,10,"3.5","2","4",16.44,1,"Low"
1,10,7.42857142857143,10,"3.5","3","4",16.9,1,"Low"
1,10,7.42857142857143,10,"3.5","4","4",16.94,1,"Low"
1,10,7.42857142857143,10,"3.5","5","4",16.77,1,"Low"
10,1,3.57142857142857,1,"7","2","5",32.84,2,"High"
10,1,3.57142857142857,1,"7","3","5",32.72,2,"High"
10,1,3.57142857142857,1,"7","4","5",32.21,2,"High"
10,1,3.57142857142857,1,"7","5","5",32.73,2,"High"
8,2.5,4.85714285714286,2,"7","2","5",35.67,2,"High"
8,2.5,4.85714285714286,2,"7","3","5",35.01,2,"High"
8,2.5,4.85714285714286,2,"7","4","5",34.72,2,"High"
8,2.5,4.85714285714286,2,"7","5","5",35.24,2,"High"
7,3.25,3.57142857142857,4,"7","2","5",32.31,2,"High"
7,3.25,3.57142857142857,4,"7","3","5",31.81,2,"High"
7,3.25,3.57142857142857,4,"7","4","5",31.12,3,"Low"
7,3.25,3.57142857142857,4,"7","5","5",32.06,2,"High"
6,4,4.85714285714286,4,"7","2","5",30,3,"Low"
6,4,4.85714285714286,4,"7","3","5",29.5,3,"Low"
6,4,4.85714285714286,4,"7","4","5",29.06,3,"Low"
6,4,4.85714285714286,4,"7","5","5",29.92,3,"Low"
5.25,4.75,6.14285714285714,4,"7","2","5",42.11,2,"High"
5.25,4.75,6.14285714285714,4,"7","3","5",41.96,2,"High"
5.25,4.75,6.14285714285714,4,"7","4","5",41.09,2,"High"
5.25,4.75,6.14285714285714,4,"7","5","5",40.79,2,"High"
4.5,5.5,10,2,"7","2","5",38.82,2,"High"
4.5,5.5,10,2,"7","3","5",39.72,2,"High"
4.5,5.5,10,2,"7","4","5",39.31,2,"High"
4.5,5.5,10,2,"7","5","5",39.86,2,"High"
4,6.25,1,10,"3.5","2","5",14.41,1,"Low"
4,6.25,1,10,"3.5","3","5",14.19,1,"Low"
4,6.25,1,10,"3.5","4","5",14.17,1,"Low"
4,6.25,1,10,"3.5","5","5",14.39,1,"Low"
3.25,7,2.28571428571429,10,"3.5","2","5",12.43,1,"Low"
3.25,7,2.28571428571429,10,"3.5","3","5",12.63,1,"Low"
3.25,7,2.28571428571429,10,"3.5","4","5",12.76,1,"Low"
3.25,7,2.28571428571429,10,"3.5","5","5",12.42,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","2","5",14.12,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","3","5",14.28,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","4","5",14.37,1,"Low"
2.75,7.75,3.57142857142857,10,"3.5","5","5",14.21,1,"Low"
2,8.5,4.85714285714286,10,"3.5","2","5",14.96,1,"Low"
2,8.5,4.85714285714286,10,"3.5","3","5",14.92,1,"Low"
2,8.5,4.85714285714286,10,"3.5","4","5",14.92,1,"Low"
2,8.5,4.85714285714286,10,"3.5","5","5",15.16,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","2","5",17.69,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","3","5",18.19,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","4","5",18.16,1,"Low"
1.5,9.25,6.14285714285714,10,"3.5","5","5",17.88,1,"Low"
1,10,7.42857142857143,10,"3.5","2","5",16.54,1,"Low"
1,10,7.42857142857143,10,"3.5","3","5",16.44,1,"Low"
1,10,7.42857142857143,10,"3.5","4","5",16.48,1,"Low"
1,10,7.42857142857143,10,"3.5","5","5",16.64,1,"Low"
